approval_index,movie_averagerating,production_budget,runtime_minutes,worldwide_gross,action,adventure,comedy,crime,drama,romance,thriller
1.464714762043826,1.3599185684659947,9.2113518269078,4.03492421749014,10.71813627458453,1,1,0,0,0,0,0
2.496156028061494,1.9458558734351123,7.899524302786801,3.495062322504414,13.353034718967004,1,1,0,0,1,0,0
0.894967774409868,0.18804395852776,7.440384669344452,1.3356147425615104,4.637985977293798,1,1,0,0,0,0,0
1.575129628726358,0.8716374809917303,7.134291580382886,1.5319281589199563,6.3799970999199385,1,1,0,0,0,0,0
2.475522268079516,1.9458558734351123,5.71314509591847,1.9245549916368478,9.633994352927283,1,1,0,0,0,0,0
0.4943208300201895,-0.30023712894650434,5.71314509591847,0.5012827230381158,2.6958376533489576,1,1,0,0,0,0,0
0.9697607967101085,0.3833563935174659,5.71314509591847,1.8754766375472365,3.807665824708275,1,1,0,0,0,0,1
0.9531699788908478,0.48101261101231935,5.166550294201388,1.2374580343822876,1.3863820743400772,1,1,0,0,0,0,0
0.6636592974881185,0.18804395852776,4.919489443825266,1.090222972113453,0.8364116033498711,1,1,0,0,0,0,0
0.8491192190316864,-0.007268476461945024,4.9041847893771875,2.0227116998160706,3.7743693336692306,1,1,0,0,0,0,0
0.7224246490729976,-0.10492469395679842,4.794865829033771,1.4337714507407333,3.8863091688422453,1,1,0,0,0,0,0
1.9009663563850312,1.3599185684659947,4.619955492484305,1.826398283457625,5.167091056887446,1,0,0,0,0,0,0
0.5347369525712766,-0.10492469395679842,4.619955492484305,0.4031260148588929,3.2189488340841272,1,1,1,0,0,0,0
1.6095653826935015,1.1646061334762887,4.619955492484305,2.1208684079952937,4.058469920785484,1,1,0,0,0,0,0
0.6081413464806614,0.18804395852776,4.619955492484305,1.286536388471899,5.589655515063187,1,0,0,1,0,0,1
1.2811670095655863,0.8716374809917303,4.619955492484305,2.6116519488914083,3.2141233725885,1,1,0,0,0,0,1
2.1847431314501002,1.457574785960848,4.3357261955914215,2.5625735948017967,13.995690819928576,1,1,0,0,0,0,0
0.341741478055023,-0.30023712894650434,4.226407235248005,2.169946762084905,1.3760668561933036,1,1,0,0,0,0,0
2.677038332585165,1.9458558734351123,4.1826796511106386,2.6607303029810194,4.819930334867424,1,0,0,0,1,0,0
0.645145383527813,0.0903877410329075,4.1826796511106386,0.9429879098446189,3.38803455574507,1,1,0,0,0,0,0
0.8375960893689339,0.18804395852776,4.1826796511106386,-0.1858142342164445,2.375675606121468,1,1,0,0,0,0,0
2.2851575604726504,1.5552310034557006,4.073360690767222,1.6300848670991792,6.976855870594404,1,0,0,0,0,0,0
1.3868822379031391,0.6763250460020244,4.073360690767222,1.6300848670991792,2.7559021542890405,1,1,0,0,0,0,0
0.5096149304721931,0.0903877410329075,4.073360690767222,1.9736333457264592,1.5069162944214642,1,1,0,0,0,0,0
0.47886228670577274,-0.007268476461945024,4.073360690767222,1.9736333457264592,0.7229228772483742,1,1,0,0,0,0,0
1.1842787796998486,0.48101261101231935,3.964041730423806,1.286536388471899,3.2038119413880137,1,1,0,0,0,0,0
0.10107476368811177,-0.5932057814310627,3.964041730423806,1.0411446180238417,0.9893823936420959,1,1,0,0,0,0,0
-0.4275558344748528,-1.1791430864001797,3.8984503542177555,2.169946762084905,2.4314895239436436,1,1,0,0,0,0,0
1.176473471762625,0.48101261101231935,3.854722770080389,0.6975961393965616,7.748513095974924,1,1,0,0,0,0,0
0.9005101035221325,0.3833563935174659,3.854722770080389,-0.1858142342164445,2.687208777332426,1,1,1,0,0,0,0
0.3225533002012713,-0.49554956393620936,3.7454038097369726,1.9245549916368478,3.5956085671657476,1,1,0,0,0,0,0
0.03987393546602822,-0.7885182164207687,3.7454038097369726,2.709808657070631,4.928685278453216,1,1,0,0,0,0,0
0.8868361607660725,0.18804395852776,3.7454038097369726,-0.2839709423956674,1.7157945749889314,1,1,0,0,0,0,0
0.6593150296976895,0.18804395852776,3.7454038097369726,1.4828498048303447,1.0341345765821264,1,1,0,0,1,0,0
1.2310943841816109,0.7739812634968778,3.679812433530923,3.789532447042083,2.1705092155625283,1,1,0,0,1,0,0
1.3712496677006834,0.8716374809917303,3.6360848493935563,1.9736333457264592,1.2223915643382006,1,0,0,0,0,0,1
2.1736514929112016,1.7505434384454057,3.5267658890501394,1.8754766375472365,8.944812437783515,1,1,0,0,0,0,0
1.5334450358492535,0.8716374809917303,3.5267658890501394,1.188379680292676,6.086894139243913,1,1,0,0,0,0,0
1.3655422588796207,1.1646061334762887,3.5267658890501394,0.4031260148588929,5.620058529997471,1,1,0,0,0,0,0
1.8147840951199337,1.3599185684659947,3.5267658890501394,1.1393013262030647,4.684674012296168,1,1,0,0,0,0,0
1.0199451924565917,0.48101261101231935,3.5267658890501394,0.7957528475757845,4.172147655369313,1,1,0,0,0,0,0
1.4237638734924831,0.6763250460020244,3.5267658890501394,0.9920662639342303,5.483463940470848,1,1,0,0,0,0,0
1.5390771266816654,0.9692936984865838,3.5267658890501394,0.8448312016653959,3.3872161916695434,1,1,0,0,0,0,0
1.8277845757143165,1.3599185684659947,3.5267658890501394,3.249670552056357,3.251854128588861,1,0,0,1,1,0,0
1.8495576584095952,1.3599185684659947,3.5267658890501394,1.6300848670991792,4.960938645171754,1,1,0,0,0,0,1
1.9299641891132422,1.457574785960848,3.5267658890501394,1.090222972113453,3.1538467129654912,1,1,0,0,0,0,0
0.874800957178934,0.18804395852776,3.5267658890501394,1.5810065130095676,2.960182085498818,1,1,0,0,0,0,0
0.8481641661530634,0.28570017602261344,3.5267658890501394,1.188379680292676,1.3196111556147225,1,1,0,0,0,0,0
0.5131036425085804,0.0903877410329075,3.5267658890501394,1.3356147425615104,3.2179764110542415,1,1,0,0,0,0,1
-0.46421366041662254,-1.1791430864001797,3.5267658890501394,1.6300848670991792,3.0187596768589295,1,0,0,1,0,0,1
0.8735272824728045,0.3833563935174659,3.5267658890501394,0.7466744934861731,1.4198410004607298,1,1,0,0,0,0,0
0.4499092362032055,-0.007268476461945024,3.5267658890501394,0.7466744934861731,1.376966325696093,1,1,0,0,0,0,0
0.23120964948690337,-0.5932057814310627,3.5267658890501394,2.366260178443351,3.2027529966011095,1,1,0,0,0,0,0
0.540220966312238,-0.10492469395679842,3.5267658890501394,2.268103470264128,1.4291367577184688,1,1,0,0,0,0,0
0.6942761948482177,0.0903877410329075,3.5267658890501394,0.25589095259005856,1.248559378132458,1,1,0,0,0,0,0
0.02710899903576998,-0.30023712894650434,3.5267658890501394,-0.23489258830605594,0.5174620267014705,1,1,0,0,0,0,0
0.5412597652683745,0.18804395852776,3.5267658890501394,0.8448312016653959,0.4761120811514375,1,1,1,0,0,0,0
-0.056238210596500526,-0.8861744339156212,3.5267658890501394,0.20681259850044711,0.5212848144423293,1,1,0,0,0,0,0
-0.13935294026381442,-0.9838306514104738,3.5267658890501394,2.0227116998160706,0.2563218493931389,1,1,0,0,0,0,0
0.5304711801801717,-0.20258091145165094,3.417446928706723,2.169946762084905,5.027046260323578,1,1,0,0,0,0,0
-0.2373176141392734,-0.9838306514104738,3.417446928706723,0.05957753623161276,1.470106264651342,1,1,0,0,0,0,0
0.2395645977210115,-0.10492469395679842,3.417446928706723,0.20681259850044711,0.412420627421794,1,1,0,0,0,0,0
1.130702432046125,0.6763250460020244,3.3081279683633067,1.3356147425615104,6.974131636108921,1,0,0,1,0,0,1
1.6274909328844385,1.2622623509711421,3.3081279683633067,1.090222972113453,1.7562582854168847,1,1,0,0,0,0,0
1.2624430468716832,0.5786688285071718,3.3081279683633067,0.30496930667967,2.077551109822962,1,1,0,0,0,0,0
1.0864193761696337,0.48101261101231935,3.3081279683633067,1.0411446180238417,1.475333252075561,1,1,0,0,0,0,0
0.0393566616585456,-0.6908619989259153,3.3081279683633067,1.8754766375472365,0.22063248665158147,1,0,0,0,0,0,0
2.0961890682979365,1.457574785960848,3.220672800088573,0.7957528475757845,2.3431849473554336,1,1,0,0,0,0,0
3.3462045233760764,2.531793178404229,3.19880900801989,2.071790053905682,4.441265902043394,1,0,0,1,1,0,0
